"FITC-A","Texas Red-A"
87.74,200.08
262143,262143
4458.34,27843.1
1145.54,23389.7
309.96,1166.86
164449,92195.1
171.38,177.12
1624.42,20962.5
91.84,175.48
77.9,133.66
132.02,254.2
19794.8,31255.9
166.46,366.54
10836.3,6403.38
82,296.02
3400.54,10895.3
61035.9,44539.9
2868.36,12093.4
261927,262143
57.4,177.94
26836.1,19917.8
48.38,150.88
170.56,474.78
302.58,325.54
65.6,255.02
668.3,20117.1
148.42,767.52
131.2,395.24
122.18,235.34
2904.44,7812.96
2447.7,36736
127.1,262.4
60963.7,56174.1
462.48,3017.6
160.72,227.14
100.04,288.64
1061.9,2651.88
77.08,214.02
739.64,22226.1
133003,120064
359.98,1227.54
1321.02,14913.3
131.2,182.04
136.12,329.64
129.56,247.64
89.38,167.28
257.48,599.42
1177.52,2446.88
289.46,11599.7
149479,161094
172.2,354.24
78.72,182.86
61968.2,91566.1
384.58,4453.42
209947,262143
107.42,358.34
38163.6,43238.6
24240,59323.7
6474.72,23953.8
99.22,300.12
15930.1,11235.6
626.48,7420.18
76.26,201.72
91.84,172.2
250385,229333
34718,50114.3
3369.38,25096.9
14475.5,11790.8
32.8,173.02
603.52,4476.38
65.6,186.14
561.7,10095.8
3359.54,17876
43979.1,64905.5
22.14,116.44
21898.1,35046.8
8510.78,35729.9
264.86,8813.36
91.84,223.04
214912,210256
91.02,238.62
2718.3,17103.6
29.52,222.22
50.84,152.52
197842,179195
59.86,81.18
86.92,193.52
113.16,232.88
4199.22,30121.1
288.64,1872.88
3275.08,7503.82
53487,39880.7
97.58,281.26
463.3,5028.24
140.22,229.6
112.34,344.4
10807.6,21721
9547.26,15648.1
2100.84,4721.56
551.04,1547.34
51712.5,44635.9
101.68,227.14
518.24,13954.8
105.78,262.4
1056.16,8388.6
152.52,395.24
91.84,279.62
74768.4,76896.3
45830.6,34571.2
2161.52,47110.6
1006.14,2327.98
25675,17060.9
86.92,210.74
62.32,173.84
674.04,26886.2
80.36,217.3
83.64,274.7
82.82,543.66
182.04,578.92
91.84,223.04
947.92,15932.6
142.68,319.8
130.38,605.98
533.82,7343.92
21921.9,23641.4
262143,262143
5684.24,35806.9
257.48,8096.68
60.68,201.72
219.76,437.88
575.64,1050.42
33931.6,48612.1
177.94,186.14
116.44,279.62
85.28,191.88
140.22,293.56
223124,243350
239101,262143
838.04,851.16
187919,197437
27.06,31.98
262143,248499
920.86,6630.52
174794,164012
32549.1,29437.2
3855.64,5890.88
253906,262143
2881.48,39055
126.28,243.54
1610.48,1517.82
100.04,191.88
169.74,173.02
154.98,26930.4
169.74,400.16
30111.2,25184.7
86.92,193.52
238.62,467.4
1066.82,12821.5
33408.4,37212.4
12337.7,17007.6
141.86,281.26
1937.66,10856
52195.5,60253.6
43169.7,32659
34.44,132.02
2979.88,2172.18
957.76,6884.72
129273,193568
101154,82709.3
59.86,193.52
16597.6,40065.2
40202.1,29405.2
51.66,247.64
1177.52,17844
60.68,186.14
46.74,558.42
6225.44,32125.1
270.6,4615.78
78463.3,55238.5
41,108.24
110.7,262.4
83.64,149.24
264.86,783.92
4660.88,28340.8
24203.1,35055
89.38,260.76
171485,179754
41952,52917.9
112.34,363.26
7791.64,6354.18
72.16,229.6
65.6,256.66
43.46,259.94
1355.46,1190.64
103.32,286.18
977.44,1311.18
562.52,17253.6
73224.4,62652.1
17028.1,35704.4
13348,34811.5
118.9,225.5
113.98,241.9
205366,190229
40.18,100.86
98576.3,101093
603.52,13014.2
73.8,155.8
5057.76,5479.24
490.36,15762.9
9322.58,14359.8
806.06,17988.3
601.88,7858.88
795.4,3297.22
132.02,7311.94
3486.64,7495.62
100.86,268.96
63.96,213.2
86.1,136.12
768.34,22690.2
60729.2,55345.1
46035.6,15798.9
505.12,13548
190411,186730
161.54,340.3
380.48,1751.52
26661.5,39875
10613.3,17074
31949.7,46038.9
84637.9,86066.4
14236.8,12856.8
148547,144989
58011.7,33807.8
467.4,440.34
74.62,186.96
177380,154675
1004.5,19379.9
121.36,209.1
904.46,13401.3
80.36,170.56
2494.44,4757.64
68.88,188.6
146.78,324.72
262143,262143
69.7,277.16
41483,89990.9
205881,182188
2427.2,29702
191058,185612
217005,208633
55.76,110.7
45.92,150.06
6412.4,16755.1
91.02,195.98
35814.3,37369.9
554.32,25035.4
182.86,379.66
611.72,8592.78
260.76,4181.18
52.48,175.48
133100,114852
83.64,241.08
80.36,109.06
284.54,6146.72
120.54,250.92
215.66,463.3
43852.8,57638.6
601.88,7653.88
339.48,14344.3
118.08,719.14
4514.1,3348.06
177.12,2091.82
24190.8,25500.4
130.38,276.34
262143,262143
199717,202331
929.88,28855
1843.36,19598.8
91.84,198.44
118.08,277.16
881.5,5238.98
2921.66,48993.4
104.14,164.82
58142.9,54439.8
262143,262143
2578.9,29834.9
180.4,665.84
87846.6,78625.7
2255,2202.52
50.84,193.52
489.54,1586.7
271.42,11103.6
109.88,246
54.12,134.48
142.68,4660.88
70.52,200.9
178.76,223.86
226259,182901
102.5,164
63.96,216.48
138212,122964
57.4,100.86
436.24,9748.16
238.62,2168.9
733.9,5160.26
59.86,194.34
41753.6,25122.3
91.02,181.22
90.2,250.92
18752.6,59725.5
54.12,171.38
240645,219677
1371.04,6793.7
143080,125090
143.5,246
28973.9,67071.9
524.8,1500.6
28326.1,31254.3
163395,140411
333.74,1573.58
150.88,4009.8
127.92,260.76
269.78,335.38
136.94,216.48
17990,9689.12
2352.58,8206.56
57128.6,50501.3
183907,145544
173.02,300.12
296.02,8214.76
82,537.92
84.46,291.92
72.16,197.62
738.82,1733.48
276.34,4186.1
202.54,384.58
118.08,290.28
36.9,103.32
72.98,148.42
8001.56,5204.54
229.6,485.44
298.48,4325.5
123,337.02
87.74,200.9
167.28,1483.38
81.18,206.64
186153,171413
132.84,340.3
252403,262143
186.96,321.44
91.84,222.22
41,171.38
2577.26,3474.34
156.62,1500.6
437.88,701.1
48395.6,61342.6
287,302.58
22418,65893.6
3886.8,10906.8
1769.56,31957
117.26,1060.26
134.48,738.82
1648.2,6485.38
1986.86,4076.22
100.04,138.58
103.32,185.32
828.2,1160.3
48393.9,38103.8
4815.86,7671.1
806.06,22113.8
6489.48,5880.22
111.52,236.16
82.82,341.94
129.56,709.3
181073,196173
94989.6,80571.6
2196.78,9456.24
185.32,404.26
144.32,293.56
109.88,205
2230.4,27848
189.42,290.28
27474.1,23001.8
195990,191682
108246,93046.2
36409.6,66381.5
42.64,156.62
44.28,159.9
34537.6,49635.4
144126,169852
83714.6,103484
21.32,266.5
129.56,287.82
45.1,220.58
63.96,221.4
257535,262143
148411,121892
2916.74,6774.84
38358.8,43821.6
2585.46,12047.4
136855,139001
592.04,12815
113.98,367.36
60.68,248.46
28.7,93.48
133989,151225
34.44,115.62
80.36,128.74
77985.3,60302
95.94,258.3
60402,40130
158437,179614
29354.4,44088.9
29.52,160.72
118.08,220.58
45.92,183.68
89188.1,93220.9
17695.6,11292.2
306.68,924.14
38.54,354.24
8.2,125.46
92.66,5177.48
69290,53391
57.4,160.72
262143,262143
201015,238195
9965.46,10507.5
38107,45519.8
165.64,575.64
12332,25734.9
70.52,133.66
5632.58,14499.2
154.98,246.82
1111.1,24940.3
130.38,284.54
230.42,346.86
501.84,11341.4
151.7,264.86
79443.2,73025.1
376.38,2469.84
109.06,197.62
513.32,6993.78
88.56,192.7
1626.88,26914
128.74,150.88
48199.6,36355.5
16469.7,24497.5
104213,120734
75.44,157.44
62.32,134.48
1268.54,23156
475.6,676.5
37023,29834.9
406.72,8587.04
113.16,182.04
160.72,145.96
41.82,89.38
190342,191106
90.2,202.54
205694,207635
63.14,235.34
38187.4,47117.2
68.06,191.88
42.64,232.88
1291.5,25935.8
68.88,264.86
12154,16146.6
86.1,3184.88
63.14,262.4
316.52,5064.32
81949.2,81977
11963.8,17667.7
1732.66,27994
63.14,274.7
14500.9,14348.4
149.24,4202.5
100.04,225.5
63.14,188.6
79.54,360.8
69.7,158.26
139.4,314.06
223946,208467
254597,262143
248806,262143
105.78,384.58
125.46,254.2
151230,145615
31788.9,56753.8
537.92,21516
10538.6,5097.12
148327,181224
661.74,3375.12
77.08,176.3
69.7,222.22
118450,104136
148.42,419.02
330.46,3035.64
114.8,275.52
33366.6,72868.5
956.12,15965.4
6219.7,9498.88
122.18,218.12
123,168.92
209099,206791
23730.8,18418
271.42,628.94
36891,25829.2
350.14,630.58
256395,196534
4773.22,25129.7
1135.7,28713.9
27744.7,31044.4
157064,194874
44772,51232
259.12,646.16
77781.1,62258.5
835.58,23182.2
100.04,194.34
854.44,1466.98
50.84,128.74
2.46,224.68
13403.7,15403.7
2629.74,6226.26
209.92,7694.88
60.68,196.8
109.06,229.6
10496.8,42950
112.34,179.58
10779.7,7300.46
859.36,25517.6
89538.3,69326.9
202.54,21532.4
106.6,310.78
60478.3,39631.4
2160.7,15776.8
74.62,209.1
4.1,69.7
364.9,211.56
1958.98,1432.54
157.44,1275.1
1851.56,42964.7
88.56,175.48
6689.56,27247
432.14,460.02
252.56,8073.72
155460,155957
31261.7,61896.1
861,1558.82
262143,202374
11835.9,18117.1
49.2,196.8
238.62,402.62
118.9,222.22
258.3,338.66
100.86,184.5
159.08,255.02
5282.44,41583.8
21220.8,24787
67.24,158.26
4090.98,31011.6
82245.2,95575.9
61.5,116.44
582.2,22070.3
492,27514.3
37185.4,30052.2
36.08,119.72
98.4,140.22
90.2,1940.94
1469.44,8025.34
99.22,160.72
2797.84,17508.6
920.04,4700.24
139.4,267.32
26094,12420.5
136.12,268.14
75.44,166.46
248830,214067
68.88,185.32
214100,155281
11250.4,16600.1
4106.56,4068.84
37550.3,59439.3
100.86,204.18
-8.2,113.98
80424.8,71707.4
153443,161296
11368.5,12192.6
64.78,141.04
59147.4,63807.5
797.04,19445.5
364.08,890.52
77.08,219.76
37159.9,31140.3
176029,151188
104.14,174.66
98.4,182.86
3527.64,8638.7
3021.7,24759.9
3208.66,17538.2
252901,262143
1072.56,29535.6
70.52,149.24
12397.6,42192.3
42173.4,39177.1
88.56,293.56
153845,154209
16.4,119.72
1876.98,22942.8
56.58,295.2
67.24,288.64
256.66,10933.1
11146.3,13596.4
2561.68,8907.66
21683.3,13749.8
18560.7,15640.7
432.96,6610.84
134.48,325.54
923.32,25476.6
1845.82,8486.18
10541.9,9684.2
31233,30667.2
501.02,888.88
92.66,287.82
123,286.18
91.02,269.78
22349.9,33953.7
188.6,371.46
3368.56,1109.46
34317.8,24982.9
68.06,1373.5
199767,170846
519.06,996.3
154012,163499
80.36,284.54
135.3,804.42
61637.8,47427.2
203752,202094
1888.46,1061.9
47800.3,70595.4
4687.94,16820.7
73.8,262.4
25848,27237.1
97823.5,105056
1372.68,12657.5
262143,262143
13055.2,26959.1
39.36,201.72
51.66,179.58
24.6,99.22
787.2,22387.6
100.04,186.96
1096.34,1605.56
3620.3,7995.82
56.58,983.18
23165.8,15753.8
255.84,595.32
262143,262143
28419.6,54093.8
292.74,3490.74
188.6,549.4
2011.46,899.54
14115.5,49666.6
94.3,161.54
1597.36,23302.8
1527.66,38844.2
92486.2,79523.6
352.6,3776.1
52950.7,56657.9
265.68,430.5
104.96,137.76
244262,262143
107.42,208.28
117.26,255.02
156.62,305.86
53.3,157.44
21194.5,13905.6
1202.12,10253.3
11793.2,30030
31.16,343.58
24158.8,35823.3
328,9215.16
6112.28,1688.38
18407.4,32597.5
705.2,400.16
25333.1,30918.1
46514.5,38131.6
861.82,19633.3
1954.06,24623
1216.88,18537.7
7221.74,42586.7
4115.58,40715.5
117326,109613
777.36,1119.3
192.7,333.74
655.18,22034.2
71.34,182.04
120.54,241.08
1649.84,8008.12
121.36,237.8
140.22,255.84
463.3,14564.8
136159,126395
710.12,25684.9
866.74,1260.34
82.82,136.94
3639.16,5763.78
4020.46,6077.84
100.86,181.22
58.22,128.74
839.68,18994.5
79.54,153.34
870.84,20596.8
86.1,123
59.86,168.1
82,127.1
60.68,241.08
77.08,205
4266.46,33394.5
3599.8,6564.92
134.48,251.74
24812.4,20271.2
314.88,7648.14
2956.92,3557.16
138244,139042
79.54,193.52
411.64,314.06
111713,127023
121.36,2261.56
4806.84,20892.8
5815.44,11617.8
3772.82,12739.5
58.22,223.04
95.94,197.62
240.26,8368.1
116.44,230.42
92.66,324.72
73.8,175.48
196524,198443
18577.1,46577.6
50.02,113.16
72.16,184.5
139.4,3752.32
267.32,575.64
119344,132218
105.78,266.5
80023.8,73741.8
2091,1673.62
127.92,1747.42
106.6,3612.92
262143,262143
15.58,149.24
76.26,1152.92
180.4,182.04
90978.2,92919.1
82,346.04
24521.3,24016.2
179.58,5671.12
102.5,208.28
84.46,76.26
111.52,565.8
386.22,17888.3
118.9,206.64
44963.9,108790
148.42,262.4
237141,262143
36220.2,28624.6
517.42,14553.4
131.2,273.88
73.8,208.28
109.06,227.14
177.12,606.8
69.7,282.08
98.4,1654.76
145973,133833
15775.2,20926.4
30905.8,23420
1703.14,2503.46
735.54,2856.88
24102.3,44759.7
7733.42,6818.3
1020.9,2384.56
201778,187795
200.9,232.88
36958.2,35291.2
32810.7,25399.5
2599.4,2217.28
1234.92,3687.54
309.96,4361.58
59.86,244.36
50.84,277.98
487.9,6896.2
1296.42,11924.4
7916.28,4932.3
47525.6,38769.6
73.8,206.64
3354.62,41091
2171.36,2899.52
118.08,175.48
62.32,161.54
125.46,208.28
103.32,176.3
60759.5,66334.7
10050.7,3864.66
13111,34701.6
21694.7,32056.3
237274,198306
237094,262143
1111.1,3429.24
724.88,914.3
83.64,343.58
144.32,3559.62
274.7,2883.12
123,330.46
127.1,524.8
28941.1,15311
94.3,205
1252.14,693.72
41,162.36
19047,21141.2
132.02,495.28
61.5,264.86
77483.4,81417.8
107.42,289.46
100.04,156.62
97.58,228.78
50967.1,79767.1
21996.5,25920.2
26386,19015.8
109.88,276.34
332.92,1416.14
205.82,6901.12
79.54,1201.3
5958.12,16826.4
20610.7,46012.7
681.42,3293.94
49224.6,63455.7
91.02,231.24
39405.9,64821
40793.4,32431
228.78,680.6
198725,184910
91.84,1797.44
238178,159322
57.4,135.3
36.08,165.64
826.56,4196.76
848.7,21261.8
64600.4,41025.4
102.5,191.06
262143,262143
213.2,303.4
54.12,175.48
26339.2,17585.7
38.54,59.04
89307.8,97586.6
93551.3,96149.9
275.52,628.12
92.66,253.38
68.06,227.96
4448.5,10450.9
107.42,289.46
328.82,4223.82
907.74,4254.16
75.44,97.58
481.34,3526
499.38,434.6
763.42,2710.92
637.96,1073.38
10696.1,19285.6
46855.6,58807.9
1121.76,26041.6
422.3,11792.4
118.08,311.6
428.04,13942.5
398.52,10501.7
60.68,328
64.78,162.36
262143,262143
110.7,213.2
116414,115080
33702,70855.4
9920.36,55718.2
21660.3,28335.1
460.84,2050
16131.9,39001.7
19409.4,35291.2
69.7,173.02
526.44,2314.04
3293.94,5186.5
40541.6,40773.7
431.32,11848.2
181.22,721.6
9365.22,25092
1777.76,21475
262143,262143
2225.48,2390.3
574.82,9717.82
183.68,275.52
50.02,218.12
396.06,976.62
432.96,8949.48
127.92,355.88
46925.3,30959.9
45.92,217.3
60.68,166.46
141.04,4478.02
198383,234744
44.28,204.18
1335.78,2830.64
33471.6,53665.7
196.8,541.2
1002.86,3531.74
1193.92,5555.5
7682.58,59678.8
214925,136636
11067.5,26183.4
2204.16,42447.3
2446.88,33601.1
89.38,261.58
75.44,141.86
141.86,243.54
77.9,218.12
345.22,2819.16
81234.1,83726.1
1513.72,12044.2
2024.58,30784.4
126.28,307.5
104739,120185
6509.98,11571.8
22199.9,13469.3
82,203.36
78494.5,75662.2
1717.08,21969.4
91.02,185.32
432.14,19030.6
94.3,231.24
65760.7,95503.8
127.92,248.46
45.1,266.5
108.24,232.88
53998.6,43463.3
47.56,472.32
99.22,246
104.96,256.66
173.84,244.36
323.08,8838.78
947.92,9563.66
177.12,315.7
62892.4,83132.4
150.06,1227.54
126.28,287
327.18,1019.26
168.92,257.48
184.5,349.32
847.06,12984.7
245.18,2001.62
146.78,397.7
436.24,14658.3
599.42,5144.68
25631.6,15475.9
138.58,250.1
2024.58,26007.1
98973.2,73173.5
96735.4,98200.7
195706,199923
262143,262143
9439.84,15097.8
124.64,277.98
38945.1,33039.4
177.94,426.4
265.68,6437.82
270.6,341.94
178.76,326.36
136.12,264.04
274.7,1246.4
2926.58,5443.98
14589.4,37465
191.06,387.86
7584.18,28700
662.56,552.68
133.66,565.8
3178.32,12118
146.78,318.16
788.84,17669.4
5169.28,7070.04
60.68,236.16
177.12,448.54
1746.6,42407.9
410.82,344.4
37925.8,65323.7
376.38,13660.4
7901.52,5597.32
1174.24,628.94
118.9,204.18
120.54,232.88
91.02,314.06
1356.28,664.2
861.82,10194.2
23337.2,23284.7
119.72,351.78
86222.2,64955.5
146.78,305.86
310.78,2172.18
155.8,651.08
114.8,372.28
81.18,209.92
2956.1,3872.86
247.64,383.76
49967.5,45760.1
73.8,226.32
96.76,235.34
18171.2,19472.5
100.04,132.84
262143,262143
84.46,287
214.02,378.02
1248.04,3334.94
75.44,154.98
89370.2,108762
16354.9,33595.4
12998.6,21165.8
137.76,9141.36
277.16,330.46
35460.9,58888.3
115.62,183.68
158.26,356.7
147.6,275.52
111.52,276.34
35655.2,30867.3
82,257.48
129.56,341.12
45879.8,40349.7
82,138.58
250.1,8510.78
153.34,1752.34
75.44,263.22
92.66,257.48
262143,262143
150079,156618
12835.5,50065.9
282.9,542.02
438.7,14824.8
151525,149563
71.34,212.38
242363,262143
130.38,3820.38
26991.9,75529.4
245.18,3206.2
306.68,4048.34
2154.96,10125.4
33.62,78.72
54.12,50.02
20061.3,41259.9
208542,234347
1111.1,547.76
177.94,555.14
102.5,2264.84
124.64,2206.62
145369,158536
87.74,148.42
103.32,264.86
72.16,226.32
184.5,692.08
80.36,173.84
11514.4,27675
1174.24,8153.26
5566.98,6560
57.4,213.2
153.34,444.44
1854.02,13234.8
97.58,287.82
77.9,172.2
129089,135721
59.86,168.92
90154.1,98158.9
136.94,273.88
3626.86,6364.84
4532.96,6841.26
165714,174996
61.5,241.9
13901.5,44520.3
119405,129849
109.88,2521.5
20.5,100.04
110.7,273.88
63.96,223.04
77.08,200.08
262143,262143
769.16,2959.38
106.6,223.04
104.96,190.24
1425.98,12803.5
50148.7,85666.2
64580.7,52761.3
6418.96,7781.8
142.68,214.02
522.34,766.7
73.8,91.84
202494,208014
54.12,173.02
162226,151298
855.26,1718.72
87350.5,58684.9
647.8,319.8
17799.7,29502
67755.8,47886.4
1887.64,535.46
44210.3,75108.7
236.16,1685.92
2873.28,9311.1
255.84,555.96
20825.5,38383.4
81.18,172.2
148.42,971.7
2784.72,6503.42
80370.7,74604.4
606.8,10530.4
135.3,288.64
142383,147068
79.54,207.46
77.9,136.94
72.16,189.42
119936,96629.6
66.42,293.56
2009,31474.9
195879,226167
1011.06,19356.9
240.26,8549.32
56978.5,77626.9
38449.8,35570
12625.5,17935.9
392.78,10405.8
73.8,118.08
190.24,326.36
47501.8,50848.2
17926,40809.8
455.1,11021.6
33401.1,39581.4
93.48,245.18
167.28,263.22
20425.4,14304.1
99.22,2428.02
9728.48,10323.8
14.76,187.78
101220,94147.5
181833,166027
13498,14409
235.34,5076.62
37.72,139.4
1166.04,17378.3
89.38,251.74
109.06,262.4
104.96,164.82
131.2,205.82
3803.98,28466.3
30319.5,44348.1
114.8,225.5
48589.9,48322.6
2579.72,22123.6
587.94,11632.5
121.36,353.42
115.62,243.54
687.16,1535.04
5976.98,35221.5
437.06,364.9
971.7,13770.3
140.22,263.22
110468,114923
506.76,2025.4
100.04,453.46
8715.78,10740.4
169.74,452.64
118.9,303.4
58129,44649.8
67.24,156.62
48.38,94.3
87617.8,110091
141.04,241.9
374.74,1209.5
59.86,210.74
1246.4,1055.34
137993,114050
471.5,1643.28
1274.28,15179.8
77.9,225.5
174194,149901
36.08,193.52
163756,159156
784.74,10579.6
22638.6,38160.3
152.52,355.06
179380,112575
92819.1,96320.5
51.66,130.38
847.06,20888.7
2969.22,27676.6
2930.68,3216.04
25533.2,36037.4
83.64,194.34
328,1839.26
1043.86,12390.2
93.48,265.68
55.76,217.3
72.98,152.52
68.06,166.46
75.44,105.78
1348.9,51136.8
591.22,2268.12
20922.3,37302.6
115.62,241.9
177.94,345.22
165.64,8329.56
128.74,250.92
103.32,190.24
77.9,126.28
551.86,444.44
482.98,15386.5
77.08,267.32
77.9,175.48
2035.24,49439.4
257409,262143
124898,100335
89.38,241.9
50.02,245.18
2528.06,26269.5
105806,94368.9
423.94,646.16
1865.5,17727.6
125.46,767.52
77.08,259.94
55.76,5622.74
1029.92,9366.86
6527.2,4420.62
2730.6,28247.4
16458.2,13482.4
122.18,247.64
27819.3,28594.2
82,159.9
350.14,16044.1
7297.18,8065.52
21574.2,9294.7
124.64,282.08
159.9,4262.36
57.4,218.12
194.34,1984.4
542.84,14710
1491.58,12192.6
112541,133990
124.64,241.9
113.16,324.72
365.72,376.38
262143,262143
109.88,635.5
86.1,234.52
74.62,159.9
1023.36,1851.56
212016,227387
2582.18,32030.8
109.88,355.88
2274.68,35204.2
261.58,579.74
211205,232788
247328,231133
4985.6,3803.16
1195.56,1389.08
2453.44,11612.8
52.48,120.54
240658,233940
262143,262143
12610,18743.6
85843.3,60115
177.94,302.58
27.06,62.32
39.36,2417.36
1341.52,2332.9
182904,188319
7567.78,19851.4
3126.66,7700.62
9137.26,12377.9
648.62,3908.94
3825.3,7733.42
132.02,255.02
5677.68,6389.44
9349.64,13860.5
89.38,182.86
103.32,214.02
268.96,3597.34
5787.56,12215.5
41168.1,59965.8
5557.96,2884.76
345.22,2824.08
162.36,574
41,139.4
52.48,3143.88
192.7,476.42
4664.98,2812.6
112.34,230.42
281.26,6519
84.46,255.02
347.68,742.92
79.54,167.28
3553.06,23061.7
92.66,128.74
183.68,340.3
332.1,3112.72
1357.92,1104.54
95.94,191.06
199044,120087
25456.9,25352.8
501.84,1166.86
2114.78,23434.8
24492.6,48388.2
213.2,6038.48
16877.2,43794.6
77.9,210.74
46.74,86.1
95.94,235.34
133.66,320.62
254.2,7780.98
118.9,246.82
11311.1,4739.6
122596,110910
41.82,114.8
40408,39064.8
105579,87678.5
57.4,186.96
812.62,21296.2
64036.3,31413.4
123,217.3
1831.88,1657.22
175464,166682
135514,142229
67.24,213.2
7105.3,5940.9
168.1,450.18
2195.14,40900
74883.2,50089.7
262143,262143
553.5,20246.6
619.1,7193.86
1595.72,1803.18
9156.94,35361.7
68.88,155.8
1062.72,615
48554.7,35688
94.3,144.32
30.34,119.72
255.02,9592.36
1475.18,18994.5
9155.3,33435.5
191.88,546.94
1285.76,833.12
4164.78,6151.64
102.5,235.34
82316.5,101213
19930.1,60213.4
117.26,2040.98
58.22,264.04
132.84,214.02
158.26,251.74
55.76,151.7
2020.48,30823.8
58.22,191.06
748.66,609.26
10277.1,25398.7
200.9,5341.48
508.4,12008.9
96.76,406.72
159941,159720
382.12,804.42
95.94,780.64
61652.5,68758.6
108.24,183.68
12756.7,12106.5
112.34,255.84
273.06,490.36
2106.58,32327.7
1706.42,2733.88
263.22,230.42
262143,262143
14338.5,29303.5
78.72,136.94
151938,141311
409.18,10746.9
75387.5,90123.7
425.58,639.6
144.32,2712.56
48419.4,63731.2
7760.48,18623.8
35668.4,47378
1405.48,8423.04
3349.7,1651.48
242946,254986
36568.7,44263.6
721.6,18865.7
65177.7,54717.8
208.28,1628.52
287.82,476.42
250.1,347.68
2848.68,5675.22
132.84,277.98
67.24,140.22
161.54,241.08
168.92,256.66
45.1,173.84
60.68,176.3
49569,63857.5
1257.06,15317.6
118.08,218.12
67.24,91.02
79424.4,59443.4
106.6,301.76
6158.2,4181.18
5706.38,46380
3025.8,2343.56
3352.98,5879.4
37.72,85.28
888.06,10886.3
63.96,195.98
209.92,1608.02
98049.9,98597.6
2117.24,1526.84
33.62,97.58
24121.9,35953.7
159.9,180.4
43683,45242.7
1773.66,17849.8
534.64,24241.7
55.76,146.78
13116.7,9353.74
50513.6,50832.6
1674.44,14191.7
107.42,224.68
159799,154083
95.94,166.46
1000.4,2249.26
92.66,429.68
138.58,337.02
262143,262143
6420.6,13245.5
734.72,24299.9
78.72,224.68
1841.72,2016.38
98.4,235.34
1392.36,803.6
254.2,20385.2
830.66,529.72
98.4,211.56
3356.26,4632.18
8.2,151.7
192.7,3323.46
31260.9,27832.4
3731.82,1696.58
419.02,1662.96
810.98,9389.82
68.88,246.82
133264,121078
112.34,242.72
121.36,213.2
11276.6,17006
169.74,499.38
118.08,315.7
130.38,159.9
607.62,18369.6
2044.26,24554.9
54215.9,39746.2
70.52,122.18
12209.8,7835.1
766.7,20199.9
13800.6,27862.8
76.26,263.22
83.64,227.96
2302.56,6445.2
124.64,298.48
8631.32,13122.5
100.86,192.7
113.98,245.18
129.56,259.94
2171.36,4387.82
87.74,177.94
141.86,244.36
4685.48,58224.9
947.92,613.36
7972.86,12674.7
262143,262143
11806.4,49719.1
870.84,24736.9
439.52,13252.8
6121.3,20005.5
154.16,5108.6
102271,92209.8
70.52,151.7
40.18,154.16
84.46,227.14
109.88,389.5
128.74,297.66
1852.38,31788.9
1480.1,16304.1
783.1,8022.88
1053.7,6391.08
13902.3,14620.6
42611.3,31689.7
184.5,8456.66
441.16,2905.26
477.24,939.72
716.68,1546.52
1881.9,1704.78
273.06,484.62
1722.82,20216.3
465.76,13074.9
9179.9,9816.22
95808.8,99740.7
123.82,299.3
4976.58,8791.22
96271.3,85003.7
7330.8,38241.5
123.82,274.7
45.92,125.46
73.8,203.36
2648.6,9545.62
1389.9,898.72
88.56,182.86
71.34,140.22
7674.38,9687.48
42095.5,39945.5
169609,186946
61962.5,33292.8
179.58,378.84
2173,34658.9
137.76,246.82
12234.4,40026.7
12172.9,5320.16
619.92,21439.7
104.14,268.96
87.74,8719.06
41.82,1032.38
93768.6,94717.4
33591.3,36564.6
-13.12,141.04
119.72,490.36
113.98,823.28
220569,206976
8778.92,5370.18
281.26,2396.86
1381.7,50972
91.84,248.46
93.48,313.24
11968.7,11402.1
3135.68,26027.6
1379.24,2408.34
52530,40253
81.18,227.96
88.56,224.68
2188.58,8667.4
8463.22,39032
92.66,182.04
359.16,3728.54
141.04,264.04
5885.14,28039.1
13196.3,29915.2
59.04,161.54
37.72,150.88
59.86,372.28
113.16,232.88
156053,146354
126.28,347.68
62.32,192.7
77.08,235.34
145015,120679
12505,52790
180355,173318
80.36,250.92
44859.7,58309.4
57.4,133.66
54.94,191.06
55.76,176.3
47.56,194.34
125.46,257.48
25.42,96.76
31839.8,17247.9
51009.7,53342.6
227.96,704.38
75.44,223.04
19172.4,46082.4
761.78,13043.7
44.28,273.88
12427.9,33024.7
82,121.36
63.96,166.46
139079,152115
64.78,177.12
51.66,136.94
288.64,640.42
77.08,195.16
98.4,236.16
45.92,253.38
98.4,310.78
118.9,348.5
388.68,653.54
9467.72,12739.5
398.52,18641.9
14964.2,5101.22
100.86,896.26
98774.7,91864.6
4278.76,5103.68
126.28,309.14
109779,137086
234.52,1198.02
85.28,204.18
17034.7,27504.4
10572.3,22882.9
5747.38,12448.4
222405,207492
181.22,365.72
175932,164950
49.2,163.18
67126,59203.2
250.92,12480.4
745.38,3004.48
118.08,346.04
21197,23037.1
111.52,312.42
4775.68,3910.58
125982,132280
838.04,20785.4
25718.5,18304
101.68,346.04
1088.96,2045.9
394.42,701.92
451.82,152.52
113.16,183.68
178.76,786.38
236.98,499.38
305.86,9933.48
114.8,206.64
141.86,224.68
105.78,259.12
27071.5,75744.2
3011.86,32212.1
129.56,197.62
1288.22,20738.6
144.32,291.1
1539.96,15744
50.02,105.78
121.36,232.06
286.18,2402.6
163778,165961
155.8,542.84
113.98,168.1
9356.2,24143.3
36.9,130.38
67.24,156.62
