Comp-FITC-A,Comp-Texas Red-A,
282,253,1.114624506
354,421,0.840855107
1006,859,1.17112922
290,255,1.137254902
247,235,1.05106383
466,583,0.799313894
800,695,1.151079137
256,248,1.032258065
246,241,1.020746888
512,382,1.340314136
271,258,1.050387597
406,375,1.082666667
902,652,1.383435583
250,243,1.028806584
255,253,1.007905138
252,252,1
601,640,0.9390625
522,620,0.841935484
533,296,1.800675676
302,265,1.139622642
541,564,0.959219858
420,267,1.573033708
280,257,1.089494163
977,834,1.17146283
254,239,1.062761506
256,246,1.040650407
278,252,1.103174603
923,722,1.278393352
795,636,1.25
245,236,1.038135593
1022,989,1.033367037
262,244,1.073770492
896,772,1.160621762
292,263,1.11026616
246,233,1.055793991
313,500,0.626
298,273,1.091575092
279,257,1.085603113
251,246,1.020325203
287,254,1.12992126
245,241,1.01659751
591,730,0.809589041
330,493,0.669371197
267,239,1.117154812
584,329,1.775075988
1023,885,1.155932203
265,257,1.031128405
942,793,1.187894073
332,570,0.58245614
552,596,0.926174497
1002,847,1.182998819
250,236,1.059322034
267,250,1.068
811,664,1.221385542
891,758,1.175461741
808,625,1.2928
255,244,1.045081967
273,257,1.062256809
808,695,1.162589928
272,249,1.092369478
302,261,1.157088123
253,252,1.003968254
268,258,1.03875969
276,256,1.078125
768,567,1.354497354
300,270,1.111111111
473,557,0.849192101
300,569,0.527240773
276,255,1.082352941
275,288,0.954861111
336,403,0.833746898
888,682,1.302052786
639,472,1.353813559
273,260,1.05
673,711,0.946554149
255,245,1.040816327
645,699,0.922746781
948,772,1.227979275
242,237,1.021097046
275,430,0.639534884
295,562,0.524911032
275,257,1.070038911
618,549,1.12568306
720,653,1.102603369
258,252,1.023809524
1023,880,1.1625
262,248,1.056451613
246,241,1.020746888
257,252,1.01984127
291,288,1.010416667
245,257,0.953307393
256,240,1.066666667
917,736,1.245923913
894,721,1.239944521
392,589,0.665534805
309,529,0.584120983
246,241,1.020746888
1001,828,1.208937198
391,338,1.156804734
859,696,1.234195402
253,244,1.036885246
263,255,1.031372549
524,616,0.850649351
984,808,1.217821782
352,397,0.886649874
1023,914,1.119256018
988,789,1.252217997
264,260,1.015384615
583,646,0.90247678
993,811,1.224414303
266,253,1.051383399
282,439,0.642369021
263,247,1.064777328
272,273,0.996336996
660,743,0.888290713
977,795,1.228930818
269,250,1.076
381,414,0.920289855
294,539,0.545454545
939,782,1.200767263
864,638,1.354231975
1008,829,1.215922799
330,506,0.652173913
278,266,1.045112782
450,402,1.119402985
390,634,0.615141956
291,254,1.145669291
241,238,1.012605042
261,244,1.069672131
792,815,0.971779141
434,620,0.7
551,358,1.539106145
746,612,1.218954248
460,298,1.543624161
417,598,0.697324415
697,474,1.470464135
288,577,0.499133449
543,309,1.757281553
398,630,0.631746032
640,620,1.032258065
253,241,1.049792531
911,793,1.148802018
1023,939,1.089456869
341,284,1.200704225
897,706,1.270538244
1023,903,1.132890365
254,239,1.062761506
906,752,1.204787234
675,412,1.638349515
388,341,1.137829912
282,261,1.08045977
770,762,1.010498688
966,834,1.158273381
391,339,1.15339233
1007,862,1.168213457
279,655,0.425954198
261,241,1.082987552
272,341,0.797653959
712,678,1.050147493
544,754,0.721485411
275,254,1.082677165
565,510,1.107843137
270,243,1.111111111
994,770,1.290909091
276,503,0.548707753
293,325,0.901538462
268,255,1.050980392
282,260,1.084615385
810,541,1.497227357
292,485,0.602061856
275,257,1.070038911
264,259,1.019305019
258,250,1.032
416,613,0.67862969
326,492,0.662601626
822,663,1.239819005
258,252,1.023809524
658,419,1.570405728
323,627,0.515151515
257,246,1.044715447
260,251,1.035856574
250,245,1.020408163
234,237,0.987341772
684,355,1.926760563
743,581,1.278829604
431,685,0.62919708
837,697,1.200860832
320,267,1.198501873
261,246,1.06097561
281,246,1.142276423
260,249,1.044176707
252,243,1.037037037
1016,869,1.169159954
837,642,1.303738318
1010,827,1.221281741
257,243,1.057613169
421,587,0.717206133
279,254,1.098425197
400,305,1.31147541
264,250,1.056
246,238,1.033613445
851,727,1.170563961
890,732,1.215846995
295,271,1.088560886
256,250,1.024
326,482,0.676348548
862,684,1.260233918
1023,891,1.148148148
268,254,1.05511811
396,640,0.61875
241,241,1
242,241,1.004149378
561,364,1.541208791
882,528,1.670454545
362,590,0.613559322
255,244,1.045081967
249,244,1.020491803
451,545,0.827522936
256,242,1.05785124
821,692,1.186416185
374,333,1.123123123
260,247,1.052631579
274,257,1.06614786
316,274,1.153284672
927,739,1.254397835
706,441,1.600907029
1023,928,1.10237069
603,608,0.991776316
262,268,0.97761194
925,792,1.167929293
256,249,1.02811245
309,271,1.140221402
291,252,1.154761905
278,292,0.952054795
254,247,1.028340081
330,509,0.648330059
688,661,1.040847201
835,731,1.142270862
1007,793,1.269861286
278,272,1.022058824
258,252,1.023809524
254,239,1.062761506
898,761,1.180026281
413,426,0.969483568
320,578,0.553633218
309,265,1.166037736
1022,963,1.061266874
356,680,0.523529412
953,710,1.342253521
312,259,1.204633205
297,292,1.017123288
294,258,1.139534884
251,249,1.008032129
465,643,0.723172628
556,493,1.127789047
255,252,1.011904762
267,248,1.076612903
256,243,1.053497942
268,241,1.112033195
246,238,1.033613445
922,701,1.315263909
896,729,1.229080933
255,248,1.028225806
300,514,0.583657588
907,698,1.299426934
317,595,0.532773109
272,255,1.066666667
678,698,0.971346705
256,254,1.007874016
291,547,0.531992687
731,652,1.121165644
327,293,1.116040956
791,563,1.404973357
821,653,1.257274119
363,264,1.375
856,785,1.09044586
242,238,1.016806723
305,318,0.959119497
398,497,0.800804829
338,334,1.011976048
990,839,1.179976162
659,541,1.218114603
269,245,1.097959184
921,752,1.224734043
251,245,1.024489796
794,693,1.145743146
265,425,0.623529412
246,242,1.016528926
580,261,2.222222222
329,369,0.891598916
743,701,1.059914408
249,245,1.016326531
275,282,0.975177305
926,771,1.201037613
245,240,1.020833333
339,597,0.567839196
585,488,1.198770492
941,758,1.241424802
885,666,1.328828829
303,287,1.055749129
396,324,1.222222222
846,859,0.984866123
667,469,1.42217484
252,252,1
887,643,1.379471229
880,705,1.24822695
347,257,1.350194553
296,405,0.730864198
300,566,0.530035336
907,765,1.185620915
247,237,1.042194093
264,245,1.07755102
381,576,0.661458333
391,578,0.676470588
282,256,1.1015625
635,714,0.889355742
418,410,1.019512195
752,356,2.112359551
266,250,1.064
257,254,1.011811024
863,683,1.263543192
968,812,1.192118227
721,685,1.052554745
638,266,2.398496241
262,255,1.02745098
871,711,1.225035162
262,289,0.906574394
285,283,1.007067138
305,549,0.555555556
821,713,1.151472651
732,720,1.016666667
324,603,0.537313433
806,528,1.526515152
766,564,1.358156028
284,444,0.63963964
523,505,1.035643564
797,623,1.27929374
332,292,1.136986301
265,256,1.03515625
538,678,0.793510324
935,770,1.214285714
258,524,0.492366412
251,585,0.429059829
373,633,0.589257504
261,252,1.035714286
326,290,1.124137931
661,643,1.027993779
319,276,1.155797101
292,265,1.101886792
275,256,1.07421875
598,350,1.708571429
861,745,1.155704698
1009,823,1.22600243
259,248,1.044354839
276,318,0.867924528
383,669,0.572496263
267,344,0.776162791
312,261,1.195402299
253,247,1.024291498
346,258,1.341085271
279,255,1.094117647
859,667,1.287856072
331,288,1.149305556
386,314,1.229299363
762,701,1.087018545
832,711,1.170182841
371,646,0.574303406
295,584,0.505136986
274,245,1.118367347
920,741,1.241565452
1023,937,1.091782284
532,489,1.08793456
342,602,0.568106312
933,741,1.259109312
242,239,1.012552301
314,399,0.786967419
805,521,1.545105566
251,244,1.028688525
795,671,1.184798808
306,263,1.163498099
525,564,0.930851064
312,571,0.546409807
255,260,0.980769231
247,237,1.042194093
962,792,1.214646465
853,775,1.100645161
1023,902,1.134146341
264,251,1.051792829
1023,880,1.1625
891,796,1.119346734
1022,992,1.030241935
541,548,0.987226277
820,646,1.269349845
261,384,0.6796875
1023,869,1.17721519
265,274,0.967153285
247,251,0.984063745
266,254,1.047244094
640,675,0.948148148
259,246,1.052845528
255,248,1.028225806
347,340,1.020588235
248,238,1.042016807
1023,934,1.095289079
404,346,1.167630058
241,235,1.025531915
334,473,0.706131078
258,248,1.040322581
270,248,1.088709677
1023,905,1.13038674
264,257,1.027237354
962,808,1.190594059
956,858,1.114219114
258,261,0.988505747
283,505,0.56039604
263,245,1.073469388
244,240,1.016666667
241,247,0.975708502
246,242,1.016528926
250,241,1.037344398
349,620,0.562903226
251,246,1.020325203
261,252,1.035714286
270,256,1.0546875
505,477,1.05870021
1023,887,1.153325817
385,611,0.630114566
304,326,0.932515337
250,244,1.024590164
292,390,0.748717949
861,649,1.326656394
263,253,1.039525692
688,583,1.180102916
265,249,1.064257028
268,248,1.080645161
369,518,0.712355212
244,237,1.029535865
305,269,1.133828996
259,249,1.040160643
467,715,0.653146853
596,269,2.215613383
274,321,0.853582555
266,244,1.090163934
963,827,1.164449819
622,618,1.006472492
279,256,1.08984375
242,239,1.012552301
282,256,1.1015625
802,639,1.255086072
330,598,0.551839465
268,255,1.050980392
278,256,1.0859375
1023,933,1.096463023
269,256,1.05078125
566,537,1.054003724
303,257,1.178988327
275,261,1.053639847
419,273,1.534798535
840,715,1.174825175
272,251,1.083665339
293,332,0.88253012
263,253,1.039525692
250,247,1.012145749
259,270,0.959259259
271,481,0.563409563
266,246,1.081300813
260,251,1.035856574
299,257,1.163424125
1023,914,1.119256018
392,599,0.65442404
771,714,1.079831933
277,258,1.073643411
335,279,1.200716846
1023,918,1.114379085
241,242,0.995867769
432,595,0.72605042
251,251,1
251,242,1.037190083
247,240,1.029166667
331,525,0.63047619
628,495,1.268686869
293,277,1.057761733
271,249,1.088353414
696,691,1.00723589
279,247,1.129554656
1023,950,1.076842105
242,237,1.021097046
267,242,1.103305785
264,246,1.073170732
510,676,0.75443787
1022,966,1.057971014
272,257,1.058365759
526,501,1.0499002
348,279,1.247311828
261,539,0.484230056
503,453,1.110375276
261,249,1.048192771
279,317,0.880126183
258,273,0.945054945
270,258,1.046511628
291,380,0.765789474
866,687,1.26055313
324,240,1.35
454,379,1.197889182
254,247,1.028340081
295,272,1.084558824
251,244,1.028688525
252,247,1.020242915
302,308,0.980519481
1023,883,1.158550396
240,234,1.025641026
253,241,1.049792531
728,537,1.355679702
367,291,1.261168385
358,616,0.581168831
816,723,1.128630705
700,794,0.881612091
263,256,1.02734375
267,251,1.06374502
293,278,1.053956835
443,268,1.652985075
289,259,1.115830116
289,442,0.653846154
253,243,1.041152263
617,666,0.926426426
1023,895,1.14301676
539,510,1.056862745
1022,967,1.056876939
255,266,0.958646617
782,665,1.17593985
279,271,1.029520295
939,768,1.22265625
253,248,1.02016129
951,715,1.33006993
1023,913,1.120481928
844,668,1.263473054
399,616,0.647727273
263,247,1.064777328
451,497,0.907444668
402,255,1.576470588
356,371,0.959568733
251,246,1.020325203
276,258,1.069767442
936,739,1.266576455
268,296,0.905405405
884,729,1.212620027
243,297,0.818181818
254,257,0.988326848
275,256,1.07421875
935,719,1.300417246
263,257,1.023346304
339,356,0.952247191
265,253,1.04743083
290,264,1.098484848
1023,850,1.203529412
807,660,1.222727273
272,256,1.0625
251,242,1.037190083
291,259,1.123552124
567,698,0.812320917
718,726,0.988980716
251,242,1.037190083
287,267,1.074906367
298,308,0.967532468
269,254,1.059055118
253,300,0.843333333
272,254,1.070866142
287,475,0.604210526
243,239,1.016736402
333,332,1.003012048
306,275,1.112727273
342,262,1.305343511
253,242,1.045454545
251,250,1.004
254,245,1.036734694
268,244,1.098360656
271,361,0.750692521
270,255,1.058823529
284,261,1.088122605
562,362,1.552486188
840,627,1.339712919
337,631,0.5340729
964,810,1.190123457
261,253,1.031620553
240,239,1.0041841
265,251,1.055776892
431,368,1.171195652
292,252,1.158730159
1017,868,1.171658986
606,597,1.015075377
986,815,1.209815951
312,566,0.551236749
289,418,0.69138756
255,265,0.962264151
249,250,0.996
278,247,1.125506073
285,266,1.071428571
287,264,1.087121212
1023,863,1.185399768
633,776,0.815721649
927,798,1.161654135
993,844,1.176540284
342,288,1.1875
401,300,1.336666667
297,288,1.03125
816,719,1.134909597
312,326,0.957055215
252,240,1.05
828,639,1.295774648
879,745,1.179865772
762,672,1.133928571
748,421,1.77672209
299,283,1.056537102
842,597,1.41038526
789,609,1.295566502
801,616,1.300324675
264,248,1.064516129
898,506,1.774703557
589,599,0.983305509
242,339,0.713864307
835,730,1.143835616
258,251,1.027888446
253,244,1.036885246
948,733,1.293315143
273,250,1.092
250,248,1.008064516
371,283,1.310954064
264,250,1.056
954,682,1.398826979
276,261,1.057471264
256,243,1.053497942
248,242,1.024793388
261,249,1.048192771
268,505,0.530693069
269,274,0.981751825
249,238,1.046218487
295,267,1.104868914
265,462,0.573593074
282,253,1.114624506
705,541,1.303142329
788,715,1.102097902
280,250,1.12
274,252,1.087301587
247,246,1.004065041
991,819,1.21001221
340,511,0.665362035
255,246,1.036585366
704,583,1.20754717
761,669,1.137518685
315,272,1.158088235
898,701,1.281027104
868,840,1.033333333
257,311,0.826366559
249,352,0.707386364
263,245,1.073469388
922,815,1.131288344
272,264,1.03030303
276,265,1.041509434
973,802,1.213216958
357,339,1.053097345
296,395,0.749367089
266,247,1.076923077
239,236,1.012711864
860,797,1.079046424
510,712,0.716292135
279,529,0.527410208
256,249,1.02811245
786,320,2.45625
254,242,1.049586777
642,745,0.861744966
293,248,1.181451613
377,635,0.593700787
253,239,1.058577406
329,566,0.581272085
260,247,1.052631579
795,749,1.06141522
327,274,1.193430657
289,300,0.963333333
554,539,1.027829314
571,478,1.194560669
367,306,1.199346405
259,247,1.048582996
360,574,0.6271777
270,255,1.058823529
478,322,1.48447205
881,793,1.110970996
1007,831,1.21179302
249,237,1.050632911
267,249,1.072289157
288,270,1.066666667
279,254,1.098425197
399,424,0.941037736
272,273,0.996336996
262,249,1.052208835
306,257,1.190661479
258,241,1.070539419
947,780,1.214102564
1013,845,1.198816568
253,249,1.016064257
1023,861,1.18815331
455,386,1.178756477
865,581,1.488812392
334,664,0.503012048
251,241,1.041493776
859,694,1.237752161
307,555,0.553153153
309,271,1.140221402
247,245,1.008163265
278,260,1.069230769
288,268,1.074626866
335,614,0.545602606
242,239,1.012552301
558,567,0.984126984
813,683,1.19033675
794,683,1.162518302
778,682,1.140762463
267,246,1.085365854
245,240,1.020833333
963,735,1.310204082
937,725,1.292413793
299,267,1.119850187
798,599,1.332220367
264,255,1.035294118
262,252,1.03968254
302,271,1.114391144
239,239,1
245,239,1.025104603
292,483,0.604554865
261,248,1.052419355
281,258,1.089147287
580,381,1.522309711
275,296,0.929054054
299,311,0.961414791
614,550,1.116363636
956,813,1.175891759
470,300,1.566666667
266,248,1.072580645
787,549,1.433515483
1023,834,1.226618705
241,237,1.016877637
316,528,0.598484848
265,255,1.039215686
268,249,1.076305221
282,256,1.1015625
476,442,1.076923077
711,652,1.090490798
291,523,0.556405354
321,595,0.539495798
248,241,1.029045643
507,479,1.058455115
288,271,1.062730627
865,578,1.496539792
814,667,1.220389805
250,241,1.037344398
290,246,1.178861789
628,546,1.15018315
286,261,1.095785441
257,254,1.011811024
271,252,1.075396825
1023,876,1.167808219
807,605,1.333884298
270,254,1.062992126
401,619,0.647819063
246,237,1.037974684
851,615,1.383739837
1023,879,1.163822526
557,759,0.733860343
265,250,1.06
755,439,1.719817768
921,720,1.279166667
255,243,1.049382716
283,257,1.101167315
1023,919,1.113166485
382,424,0.900943396
261,251,1.039840637
696,492,1.414634146
275,249,1.104417671
718,692,1.037572254
272,255,1.066666667
373,682,0.546920821
401,604,0.663907285
276,256,1.078125
267,532,0.501879699
330,271,1.217712177
507,624,0.8125
245,240,1.020833333
