"counts","density","mids"
0,0,0.1675
0,0,0.1725
0,0,0.1775
0,0,0.1825
0,0,0.1875
0,0,0.1925
0,0,0.1975
0,0,0.2025
0,0,0.2075
1,0.00906700516819294,0.2125
0,0,0.2175
0,0,0.2225
1,0.00906700516819299,0.2275
4,0.0362680206727718,0.2325
13,0.117871067186508,0.2375
25,0.226675129204823,0.2425
36,0.326412186054946,0.2475
49,0.444283253241454,0.2525
85,0.7706954392964,0.2575
79,0.716293408287242,0.2625
110,0.997370568501223,0.2675
137,1.24217970804243,0.2725
155,1.40538580106992,0.2775
160,1.45072082691087,0.2825
230,2.08541118868438,0.2875
245,2.22141626620727,0.2925
217,1.96754012149787,0.2975
255,2.3120863178892,0.3025
258,2.33928733339378,0.3075
273,2.4752924109167,0.3125
294,2.66569951944872,0.3175
291,2.63849850394414,0.3225
291,2.63849850394414,0.3275
321,2.91050865898993,0.3325
331,3.00117871067186,0.3375
326,2.9558436848309,0.3425
341,3.09184876235379,0.3475
336,3.04651373651283,0.3525
311,2.819838607308,0.3575
339,3.07371475201741,0.3625
354,3.2097198295403,0.3675
358,3.24598785021307,0.3725
332,3.01024571584006,0.3775
357,3.23692084504488,0.3825
349,3.16438480369934,0.3875
367,3.32759089672685,0.3925
366,3.31852389155862,0.3975
374,3.39105993290416,0.4025
361,3.27318886571765,0.4075
355,3.21878683470849,0.4125
354,3.20971982954034,0.4175
336,3.04651373651283,0.4225
298,2.7019675401215,0.4275
296,2.68383352978511,0.4325
325,2.9467766796627,0.4375
254,2.30301931272101,0.4425
287,2.60223048327137,0.4475
262,2.37555535406655,0.4525
269,2.4390243902439,0.4575
281,2.54782845226222,0.4625
237,2.14888022486173,0.4675
266,2.41182337473932,0.4725
282,2.55689545743041,0.4775
248,2.24861728171185,0.4825
241,2.1851482455345,0.4875
263,2.38462235923474,0.4925
258,2.33928733339378,0.4975
225,2.04007616284341,0.5025
218,1.97660712666606,0.5075
229,2.07634418351623,0.5125
192,1.74086499229304,0.5175
194,1.75899900262943,0.5225
228,2.06727717834799,0.5275
213,1.9312721008251,0.5325
202,1.83153504397497,0.5375
189,1.71366397678847,0.5425
212,1.9222050956569,0.5475
183,1.65926194577931,0.5525
184,1.6683289509475,0.5575
183,1.65926194577931,0.5625
169,1.53232387342461,0.5675
