"FITC-A","mCherry-A"
11473.5,7502.75
262.727,23582
1380.72,21559.2
152.73,6838.53
9823.3,37814.2
7204.51,36246.2
21422.1,11199.1
364.791,570.573
914.948,3207.01
157.529,28639.7
223.369,1820.42
540.451,38304.1
453.294,6928.18
312.008,15345.1
334.657,19512.5
616.812,8961.46
197.909,43183.7
158.224,8793.42
394.468,30226.2
4895.54,37927.8
22739.8,24576.1
209.362,5730.25
40292,9069.39
296.515,12647.9
4529.3,1982
616.424,22588.5
344.051,11582.6
2256.7,4382.46
378.584,28942.2
8077.82,28781.3
153.727,4615.99
164.37,2177.61
2859.83,5766.09
994.096,25678.6
179.957,1392.79
2673.12,22556.3
426.796,14021.4
7054.51,34960
292.641,14373.8
709.318,6403.28
296.012,43630.9
115387,25384.1
1969.75,45639.4
20800,15178.1
335.888,32969.2
2156.91,6011.08
597.542,6153.78
237.161,30162.9
1622.04,26494.3
4065.45,26149.9
316.809,9797.04
370.11,15126.3
542.275,10933.7
151.992,9631.08
155.317,570.01
1792.57,1829.4
1555.34,2536.22
153.654,1499.75
409.76,15330.8
157.934,35362.4
1445.39,7665.61
226.075,3450.5
230.398,17843
3181.69,8204.49
225.408,11568.1
2988.95,34155.3
333.598,33884.7
1217.71,20683.7
677.23,16730.4
219.269,13832.1
2412.24,20603.4
392.694,2409.68
224.717,2698.34
762.833,18276.6
1512.75,24378.9
84226.7,20222.5
1285.68,42431.7
643.411,36348.7
628.082,30349.4
334.898,1520.67
293.636,30425.5
166.428,35904.4
513.711,3575.68
1423.17,17502.1
1939.85,15989.6
535.178,16906.1
238.155,14333.6
1542.82,16837.9
429.07,43812.5
40310.1,9969.02
3807.06,23928.5
32226.5,18137
319.933,1145.98
194.13,10401.9
5392.85,12634.1
5722.64,36309.5
2529.77,24367.2
190.571,36471.2
251.435,24688.4
1005.38,4407.07
325.612,11189.4
8751.4,46756.3
150.241,4198.63
386.522,4992.41
295.325,3142.17
217.701,4352.08
126.445,573.952
2223.44,34148.3
802.702,25287.9
881.679,8156.95
140.327,4580.17
290.327,17043.1
170.155,30593.8
245.285,14885.2
333.882,2426.47
245.659,925.798
4506.75,1553.23
3867.42,1143.35
187.057,3291.9
217.509,41978
1529.5,27323.6
90477.6,43537.2
182.57,1450.62
1384.03,13410.4
218.088,42695.1
3218.88,1290.42
637.864,947.277
6931.2,33887.4
11182.4,3951.64
20130.1,24080.3
329.327,31710.2
411.746,3717.63
279.603,5996.85
262.162,19984.8
677.623,3254.94
508.681,14581.7
342.56,13753.7
482.039,8217.11
144.935,1724.93
5576.39,29438.8
119862,33579.9
467.893,1950.69
3096.57,2357.15
4230.79,15182.1
