"FITC-A","mCherry-A"
1499.55,26480.1
790.926,774.067
170.789,4508.19
449.057,868.429
211.709,32994.9
851.024,546.662
157.179,8584.19
607.564,17649.7
357.327,28189.9
407.616,756.762
561.64,12996.4
3334.55,14659.7
225.743,1725.9
709.927,27914
5114.94,38770.8
3284.9,1928.88
2723.01,44787
8451.78,2111.41
6194,46454.1
201.98,5626.78
2478.54,33297.9
3756.82,31922.2
297.105,8987.11
1089.46,22867.3
467.693,7613.49
237.9,1154.74
1666.9,24760.4
299.663,33852
652.273,11890
25981.5,6951.83
332.552,26981.9
263.376,18123.2
529.516,4635.83
710.412,9076.28
223.667,24547.5
269.736,9532.88
99745,25549
246.748,1168.67
420.776,1157.09
1555.09,46522.3
825.062,2880.38
477.078,9924.12
869.996,5893.45
355.367,42393.4
212.935,39704.8
674.431,26187.4
173.602,13032.2
1696.06,1366.68
170.944,41533.8
165.881,26559.6
747.662,35943.9
392.428,12511
617.72,31275.4
6670,35951.8
300.347,7372.6
2959.06,36952.2
208.202,16471.8
376.406,2164.12
195.057,41915.7
3207.67,18956.9
198.369,977.818
156.11,18569.2
207.985,6671.67
832.598,18373
307.022,13067
385.576,1862.58
473.43,9603.89
545.259,8132.12
97346.5,28433.8
5374.51,12694.6
273.477,621.85
1112.5,22224.6
160.324,1139.33
875.761,731.059
834.275,4270.64
693.082,5465.8
7799.52,19290.1
167.654,36430.5
248.894,13034
278.442,15644.2
1076.48,42270.7
294.788,30089
201.185,43832.2
74132.1,40573.3
171.783,1005.64
249.667,38212.4
288.696,2161.97
297.996,16225.4
2178.18,18491.8
1093.15,10768.5
2731.86,1103.44
1674.33,19640.4
148.555,1166.34
97248.3,23402.2
182.392,16398.7
1643.4,42317.5
5036.21,28319.6
326.241,40906.6
215.828,9873.43
512.847,1188.4
2485.33,1037.8
693.044,38415.8
3729.41,15875.3
289.511,4491.85
364.003,1163.42
134.368,587.187
461.541,36752
126744,34542.9
4147.54,26322.8
162.469,24636.2
159.118,10964
509.171,15510.2
673.758,4328.68
973.617,7296.33
57590.8,14041.9
378.772,42542.1
246.507,12904.5
3764.21,42306.2
264.801,7499.93
4633.53,14692.8
5593.64,17834.5
597.478,14127.2
818.346,24679.9
574.781,22865.7
1338.09,44741.1
185.75,30492.3
286.633,27920.7
836.678,9156.33
172.298,31298
3131.24,16318.1
1275.08,29099.5
1063.41,32116.3
187.029,38827.8
319.624,1910.2
163.193,29071.4
1297.14,32137.3
313.314,17032
183.595,21420.7
782.471,26075.4
240.543,9161.57
79814.9,19109.7
6502.34,27940.2
227.358,40589.6
1160.88,10071.3
1036.43,30033.4
122717,40569.2
35451.4,12311.6
526.496,35018.4
227.544,1138.82
447.728,42133.9
288.412,33605.1
368.081,632.576
152.366,17926.5
184.095,16153
169.763,2510.54
3577.46,9929.86
780.768,1065.93
238.695,41033.4
221.277,36906.8
715.813,13341.1
157.464,20420.9
226.264,35468.6
12084.3,41725.1
404.255,36554.5
197.291,24648.4
1021.82,28110.3
6931.45,34186.1
964.325,3813.91
1767.59,2431.64
269.172,23684.4
6000.88,3478.78
4667.37,18803.4
239.272,24386.4
1274.89,33555.1
2148.07,13625.1
219.389,16545
224.548,15147.8
1179.77,15914
211.163,16812.7
219.72,39790.7
13509.7,35138.6
846.284,32673.3
3249.49,727.296
118066,37993.4
196.107,19788
2345.12,5594.62
1391.01,24030.4
225.587,25578.6
170.339,20755.6
181.353,24618.1
2362.77,22248.6
452.138,26543.5
154704,35913.4
984.701,31508.5
256.746,4078
516.574,35284
2403.6,3574.99
278.075,20174.1
65456.3,17118.7
339.852,15975.8
197.638,1811.74
305.601,6594.79
200.106,28706.2
166.584,39631.1
1853.11,31547.5
180.37,12010.8
1675.72,21661.4
386.068,5020.29
3953.64,10124.2
280.618,39189.7
232.729,24627.7
1275.52,19209.7
155.317,11963.7
671.003,6394.85
10255.4,13891.5
321.605,797.773
178.198,38186.4
3455.12,7462.4
193.682,550.246
220.582,43762.3
1871.26,10936.6
258.452,44911
163.158,43157.4
933.895,7077.63
