"GFP-A","mCherry-A"
8181.71,71050
1070.52,11274.6
690.33,1276.26
654.387,13270.8
3734.71,59565.1
6958.28,30979.8
952.013,48372.6
1521.77,31612.7
2078.82,5886.62
825.651,13871.8
793.754,10036.6
1444.4,9148.65
1075.58,39242.4
4489.4,11875.4
4280.12,42405.8
13656.3,45693.9
928.179,29522.8
1044.79,13153.8
740.838,6632.5
781.594,6495.21
989.491,3577.75
4538.57,49886.6
694.861,14787.4
1215.8,22677.3
649.702,45429.3
865.126,12807.6
882.278,2817.31
2294.4,84413.1
859.853,21467.9
6811.72,28476.3
889.907,6454.86
1111.68,14676.7
2113.38,10982.7
12765.7,38203
1718.76,2950.22
758.144,55048.7
942.234,34321.8
8484.89,21007.3
653.363,68649.7
686.413,10633.3
5986.92,40758.2
920.448,9134.95
980.582,9173.91
1011.92,9551.36
1991.88,13423.8
8888.83,58152.4
2713.57,13400.4
790.272,18351.8
5726.57,70334.5
685.056,23269.3
5758.05,23014.8
22918.6,61127.2
10596,10615.7
947.226,32507.2
696.883,33592
1543.94,23687.2
743.782,22877.4
732.698,5587.61
883.482,30446.1
1068.75,44693.3
669.491,11319.8
1403.16,51590.7
4797.7,7817.19
1154.84,20466.4
1443.05,8000.26
1011.53,14491.7
1137.36,10252.6
4250.42,51007.7
5517.13,67246.6
1260.03,3644.57
688.435,54047.8
14159.9,55642.5
1180.77,12504.7
784.794,25348.8
2884.66,16049
1521.13,6455.96
3345.66,4123.31
658.099,1579.7
2331.96,6125.44
1337.73,26833.3
5643.72,18355.7
768.87,10072.2
694.016,69876.1
3415.37,63452.2
837.811,4410.11
783.462,19911.7
965.35,3038.26
1257.34,27429.3
14259.2,40561.4
663.475,17834
956.749,22163.7
684.032,20924.8
949.299,42075
645.504,7613.31
1972.56,21971.7
1633.38,29220.5
3847.27,20348.3
3498.75,19934.8
879.718,6004.86
1444.94,14963.1
1240.58,60444
1666.46,10315.9
870.272,4245.38
871.219,27880
752.205,24269.9
1039.31,47299.3
660.07,15944.6
726.042,5606.37
757.043,12094.4
3550.11,47230.5
1208.35,5850.47
2765.77,19159.6
632.781,9837.82
1155.17,14868.8
3161.98,19607.4
1734.89,7154.87
1412.51,13949.6
1362.64,5800.91
8752.05,55304.1
1696.64,23296.4
2136.09,27462.3
5156.71,26340
659.763,12826.6
8599.94,30507.1
657.562,58272.4
1582.69,10925.6
6960.95,37754.4
1608.09,29977.9
1578.91,16316
3061.56,6801.13
714.086,44275
2261.09,19345.5
5956.81,28550.3
2129.02,13580.2
2351.56,18823.9
10421.8,66792
1263.62,9077.94
816.538,9292.11
3095.99,20204.1
1187.61,16475.8
1348.12,79840.6
1022.46,45779.7
1374.95,36658.8
668.902,6235.85
2732.52,39735.9
2557.08,29739.4
771.661,35143.8
1228.42,9833.55
668.339,22991.6
633.6,26738.3
1150.87,812.467
1234.48,8542.95
1638.45,36350.9
773.35,18891.3
7854.62,22933.3
874.752,9191.71
676.557,74547.7
665.062,12406.6
2646.63,26867.3
758.554,3446.17
820.608,4055.5
874.624,5820.19
1320.42,56467.8
938.163,59106.3
865.28,6476.8
1624.6,21065.6
1268.33,1323.85
1405.93,5984.49
5096.83,17470.7
1784.24,19719.5
896.256,54105.8
11079.9,44120.9
3998.03,14973.2
779.008,3979.96
21499.2,96059.7
1996.67,13687.2
3190.32,14560.9
654.643,65199.9
2617.68,14954.9
7265.02,32398.5
674.406,4208.31
1265.2,10102.2
2161.46,17662.3
4898.56,32938.2
2668.8,38453.8
1331.89,32577.6
2243.12,39260.8
758.298,43634.9
1406.13,31549.2
6562.1,19607.7
2942.18,10737
1640.99,76497.6
1998.54,37923.5
1865.96,6885.96
1423.9,41054.5
1064.88,5056.49
637.542,36448.8
1040.26,13136.2
762.701,2295.71
785.638,64821
726.067,1808.92
4648.6,14714.6
5170.84,56597.5
7112.96,33278.1
695.245,555.494
894.31,7433.32
791.834,3073.74
641.536,5054.46
1076.15,10847.7
2122.91,34224.7
4454.86,11920.4
1789.11,12577.7
8455.14,17727
1217,20481.6
796.979,7570.51
2537.98,55227.6
26777.7,88016
648.09,70403.3
915.763,14651.4
1421.47,15527.6
23833.6,61685.2
700.442,17396.5
1830.99,27182.1
634.214,1864.42
1365.43,7145.98
1367.94,25599.6
1196.77,22266.3
1047.88,6125.49
1095.22,11272.1
4414.21,23729.2
2078.85,72165.6
1181.57,81409.3
3527.96,32577
994.867,14441.1
5247.82,13063.9
679.245,13496
1222.81,25702.6
670.234,8452.04
866.125,14697.7
12183.2,33798.3
841.574,21521.1
1775.64,12245
1312,9808.05
646.912,62495.6
816.794,59944.1
4649.47,80257.2
733.466,10337.4
7593.86,12479.6
746.65,17144.3
3902.11,73270.2
1278.31,63484.2
1905.61,17062.1
3249.51,22147.4
1540.4,4692.81
1793.72,26811.4
770.227,15102.7
780.646,1718.68
647.987,60435.4
1006.62,16720.9
4113.02,14963.6
5117.77,76970.8
1317.86,7682.76
705.562,3481.24
4551.83,37031.9
1183.26,52070.8
8654.49,34918.3
701.773,13049.7
683.187,6518.99
702.669,8954.29
770.867,6588.88
1451.34,13091.1
2945.87,16175.7
10886.9,19208.2
1506.66,12544.5
686.899,8851.12
1043.46,10579
687.36,63846.8
3066.14,3667.07
5923.69,41220.2
1579.08,7802.44
6455.24,32201.9
625.869,4973.23
791.859,18452
894.157,953.395
953.523,12066.8
736.435,20423.5
3191.76,19409.5
14111.8,36356
899.84,41322.1
677.99,11462.5
1616.74,16316.6
1619.05,19942.8
654.848,8772.94
2664.99,43594.5
1762.23,11934.1
4594.05,20065.7
2446.34,19714.6
903.526,8716.42
878.464,7342.92
1967.59,11251.5
7020.08,18538.4
896.998,11454
1528.76,34416.6
766.106,13730.9
2517.09,76239.1
2416.08,11154.8
8726.45,53362.4
16990.3,74595.5
658.304,23098.5
4119.22,28604.9
781.926,33678.8
1396.4,11095.7
684.698,12677.1
644.429,11480.8
3696.56,9138.05
2967.78,38563.1
838.989,5756.88
1008.28,9026.74
863.59,6482.3
2612.66,29098.6
1123.71,23876.8
1735.14,10448.7
1119.23,20697.9
1871.92,24245.8
678.886,30932.4
1278.36,14934.1
893.363,10797.6
1095.6,27498.4
2514.56,15062.5
669.363,44434.6
718.31,5023.18
2083.61,16180.1
1542.91,8995.81
3633.69,28452.6
3019.14,12776.9
1919.28,74878.2
2786.46,81160.9
838.707,30867.5
742.989,8521.34
1497.14,37759.7
1375.9,2141.18
1106.15,37902.1
945.664,56206.6
1049.45,60118.6
732.544,35391.2
4774.68,15685.2
897.28,5813.32
3599.87,25874.3
668.595,54924.9
839.296,23132.6
1793.05,10431.7
1556.25,24586.9
1016.01,43807.5
3674.6,44314.4
2437.09,8876.85
646.656,12439.8
942.285,12967.2
1235.81,57543.9
1016.29,36493.5
762.752,4930.33
647.603,3509.94
8769.33,71857.2
742.298,4255.21
863.206,10347.3
2327.4,35757
673.997,33339.1
706.79,3201.87
724.762,8960.41
677.478,15706.5
734.669,62232.9
2131.35,81883.5
3493.32,67353
1359.62,35408.1
1919.72,8702.87
15367,47913.4
1247,11449.1
1018.68,10532.2
1233.43,33201.7
2054.07,31555.5
643.149,33982
637.568,26859
1034.5,4999.55
1258.47,49108.5
804.275,8718.39
657.766,6499.17
5171.94,30013.6
1098.91,27604.6
778.47,20977.3
15176.2,52037.6
1793.43,14274.7
1216.87,68170.6
2541.7,14383.3
1007.62,12874.3
2162.33,22333.3
847.078,24391.6
3778,13604.7
1243.06,14283.2
1939.23,3399.42
5466.93,30616.3
824.141,8799.1
974.95,44814.6
4153.52,11291.9
5329.61,48618.3
1293.88,16614
3718.71,7519.05
3446.27,12547.5
2105.57,75679.8
671.514,72818.9
772.173,37140.9
761.856,2682.8
632.858,16182
2758.78,20894.7
1351.96,729.728
1767.22,7782.3
1275.44,8926.54
1589.22,4839.48
3332.1,22965.8
925.414,14108.1
716.058,3341.59
1308.57,74143.1
1510.71,29566
1348.61,10421
709.888,5413.09
2419.79,24985.8
834.944,14165.4
682.445,1856.18
2509.82,79824.6
2204.57,44499.7
1254.48,41367.7
6258.15,83819.6
1262.34,9440.23
860.8,5344.28
806.144,63430.5
7226.67,46901.2
1430.5,8316.29
849.741,627.942
2355.71,11863.1
713.574,62235.6
12555,26114.4
804.762,47438.1
702.08,3879.35
2501.48,10130.8
1192.58,25556.2
1962.52,21692.1
2700.7,20315.6
2406.22,47535.5
1858.3,10770.1
1537.23,2604.39
720.742,57755
623.053,1605.4
1303.96,8827.39
1096.76,13479.8
5829.04,54476.4
1987.07,29055
1758.57,6166.99
4207.28,31570.3
2272.97,31910.8
1439.23,50783.9
703.155,27716
658.611,14433.9
1053.8,2906.83
883.789,12250.1
5388.44,77478.8
1084.72,17150.8
1051.49,18894.3
855.731,9688.52
3040.2,26922.5
1778.59,10856.4
925.389,6022.37
1092.3,16350.1
666.086,3370.04
1025.18,26873.9
1321.42,11230.4
4205.88,67568.3
655.949,53409.9
10649.7,24625.8
2659.53,9315.63
698.573,53994.6
701.645,26719
811.059,74692.7
4123.44,8939.75
1271.68,5889.89
645.53,39204.1
961.818,73618
5004.24,62800.8
1567.41,65450.7
847.13,748.314
1049.42,83302.1
2046.82,51202.4
843.853,51068.4
2222.52,20562.2
1344.95,21494.6
648.678,12825.6
