"Comp-FL03-A :: FITC-A","Comp-FL15-A :: mCherry-A"
24422.7,108240
39853.1,63860.2
31562.5,64253.8
72495,79512.1
35351.7,77230
125218,135008
78601.2,97748.7
11198.3,23678.7
118575,147119
48974.1,146394
112677,55386
19477.5,57853.4
67321.8,38116.2
21678.6,51470.3
162381,187023
66102.9,95672.3
110385,138043
111765,152616
58449.1,103890
19585.3,68503.5
11981.9,40016.6
55468.3,133825
69002.9,36823.9
50528.2,52123.2
11110.4,27320.3
35312.8,31526.1
29053.5,63640.4
47619.5,106441
13010.1,34610.2
16127,79595.8
77859.2,177062
35096.9,66272
41546.3,50211.2
28505.3,95226
18375.4,68408.3
31088.7,93321.3
12095.3,18652.4
17878.4,70907.9
63044,96316.6
132673,85697.9
38331.6,105274
22126.3,51470.1
29415.6,34241.8
38494.5,92474.6
15531.4,82832.5
43299.6,34527.9
74893.8,157288
129648,170498
103581,58091.1
27832.2,19873.4
104502,66317.7
19246,49924.9
36210.6,105936
16324.2,72717
27468.3,123113
24134,62167.6
167653,195041
42391,57183.4
50732.1,96522.6
12316.1,83048.6
38292.9,151033
15158.8,134857
13802.6,55028.4
19555.6,30074.2
157228,185457
152097,144842
144389,146693
105424,119237
37494.4,64804.6
57810,113390
71657.9,166047
74890.7,63022.2
55435.2,46170.3
47591.8,41989.9
160655,87892
17455.1,35322.8
65933.3,99076
50691.3,107898
71517.7,129786
13492.3,21621.4
70168.3,36378.2
28967.6,41475.2
78291.7,111725
70242.2,44408.7
104927,116665
21539.6,106614
163212,171123
20172.5,45693.7
152629,150078
63310.2,77815.8
68272,89906.6
12634.5,102217
151874,192223
19749.5,64812
40384.1,72847.7
79191,67056.9
20933,24777.9
31613.3,46517.4
32811.2,48166.7
11557.5,72743
43827.2,151969
26859.1,28602.3
39136.3,100989
13339.5,20954
137394,112744
130109,114545
39371.8,49179.4
26952.7,146298
69961.1,148979
19918.3,118404
107678,89226.9
16179.7,109967
150910,136936
98999.2,93028.1
155898,165279
11732.4,51302.7
29793.3,119628
46211.9,69925.6
25959.8,85013.4
18318.8,128805
110661,77237.2
16524.5,36657.4
74065.3,38067.7
39096.4,83328.3
19928.7,102310
12098.3,83747.4
14423.1,95472.2
100655,138916
55353,170676
45834.7,63381.9
45395.2,78707.7
59467.5,70132.5
104328,178468
21252.4,42292.3
175244,168402
59361.5,135461
70258.2,74392.4
46202.7,23475.3
45494.7,99629.8
134594,106378
22859.2,58451.1
25575.7,18453.8
141255,174690
31078.4,77897.5
98989.4,123542
29917.3,33928.1
57829.7,127618
58704.1,129004
16439.6,30546.3
66768.3,51124.8
53599.7,84331.1
27510.3,27122.5
15400.3,43470.5
21991.2,33214
42500.3,88252.7
27485.4,54470.6
181973,187923
82827.3,136204
60811.3,55845
63107.1,57270
27197.6,80965.1
86419.4,90315.9
33633.7,51161.5
55248.7,49614.1
112959,132635
71785.7,83787.6
21363.9,35050
164831,143877
17311.8,27588.9
24278.5,90214.5
42917.8,29943.1
50846.6,102640
20725.6,31865.6
144456,130785
37169.9,32906.1
169287,147900
12122.1,17156.6
81511.6,50173.2
16004.6,36849.6
21357.3,29196.1
65720.1,57446
12608.9,45068.2
86775.1,129115
12607.2,62268.5
72875.1,115897
99745.4,106123
74548.6,118851
101618,88473.1
12650.2,21782
105438,140544
46085.8,101636
16675.1,66138.5
103169,114729
62665,70463
66171.2,177627
17260.8,84150.3
126383,133555
14269.5,42803.5
74913.4,94330.5
71848.5,103831
75153.4,50999.2
40470,21612.7
21625.3,68971.1
67351.4,96824.6
39222.3,71500.1
96842.6,149463
151323,146772
54171,67432.6
23886.2,28664.7
75818.6,35904.6
32160.6,111904
51011.9,66341.3
27490.9,116153
62461.7,42180
69334,76809.4
109225,167360
44000.5,89328.1
75326.2,69242
57788.2,61612.2
17535.6,68031.6
17393.5,29024.8
16199.3,111378
11299.8,25647.6
79510.2,127750
40640,38002.3
55357.8,97140.8
89347.3,182519
11254.1,44860
27064.2,60882.1
65588.7,32770.6
13559.6,47709.4
42570.9,75160.3
13509.3,30009.5
48172.7,32339.5
115756,84658.4
19589.3,78640
45304.8,26386.7
50845.8,36880.8
16215.1,58033.5
52751.7,47539.3
14807.9,31636.6
46240.3,85976.5
110803,142222
37295,36644.8
56973.1,91507.4
70036.7,89522.2
117440,103032
57808.3,56550.1
14416.4,25110.6
33877.6,53023.5
18425.4,42714.6
15148.5,64729.3
60492.3,59945.6
15718.1,97237.3
89997.5,95899.3
47247.9,33345.2
60387.9,92556.6
28642.5,48973.1
19847.7,75777.5
57479.2,31856.2
108408,159076
39387,40324.1
92329.3,126804
18680.6,63070.3
61603.9,70795.1
26308.3,99138.4
87565.9,187221
69643.8,104113
30406.7,78037.4
34427.4,48793.6
19081.6,52412.9
13572.5,38159.3
44555.7,127908
33838.8,50477.6
44385.4,27642.1
46724.5,41156.3
151415,159467
15416.7,51674.6
13617.4,34236.2
90461.4,135006
147461,119664
57041.1,85321
23789.3,19641.5
12470.7,27902.6
79516.5,42371
152413,132526
56512.6,83029.4
70378.5,134953
12632.8,24547.6
57387.4,78978.5
39435.6,91715.9
31212.8,119612
42275.8,46352.9
20036,57046.4
37687.3,79534.2
132563,115320
26912.8,30429.7
30061.4,25786.8
21424.9,58855.8
124439,111359
26244.4,83646.6
38112.7,72624
122500,113164
20507.6,29082.2
25060.8,61597.9
115581,117727
15962.1,118699
17031.9,49457.7
13637.1,82453.2
23749.1,115739
92295.5,90586.9
19906.8,128134
35802.8,57666.1
42464.4,114041
48368,99954.2
13444.4,35672.4
22822,57168.7
97228.6,102828
55036.6,53093.6
183211,139833
37809.9,100708
13513.5,76529.6
41574.3,28884.4
98882.9,68627.9
157618,100301
43190.9,77960
165973,180155
65004.3,98092.9
57792.2,33105.7
56754.9,67016.8
80322.8,63666.3
17720,135373
36892.4,121164
21669.1,22369.9
17302.1,53883.9
66909.2,127157
30781.6,28706.7
21996.2,68121
47793.3,135205
79726.3,162583
24459,78642.8
36794.7,46019.3
77686,86543
28556.7,51368.7
92761.6,147536
12239.7,46370.3
27934.7,77804.3
136299,170490
23286.4,21762.5
44395.2,75189.9
15111.6,19373.6
187062,176396
101188,129348
46883.1,98873.8
63235.5,61521.9
124307,107418
54105.3,99981.6
47658.7,95241.5
40217.5,45256
33588.2,135368
18300.1,17891
62120.8,114185
119829,144364
19062.8,20228
30214.1,116602
30451.2,91243
22878.8,88345.6
12705.4,40480.6
20443,48717.7
18654.8,21795.6
16625.4,72812.9
33132.8,57044.7
58743.7,95801.2
100762,136198
35067.2,57738.7
155635,144319
32317.5,21031.5
30080.7,64239.9
133298,200229
121328,74954.1
38390.7,29345.5
32457.8,106203
83519.3,139022
25451.4,54453.1
46929.9,50006.6
19180.6,88847.5
74593.5,74544.2
19854.4,35177.6
97450.8,121623
29824.3,37307.5
23346.1,56333.9
16448.3,53480.7
110087,147083
158020,82068.2
38402.3,26201
37561.8,109835
17376.4,51105.9
24385.9,52988.5
124854,126174
70808.9,94456.4
43238.8,100262
60017.1,69123.1
112592,159198
87191,80443.7
95795.3,125003
55826.1,122696
55379.1,72646.2
20204.2,40068.8
73398.1,80503.7
136776,125294
16024.7,42924.5
11865.4,75576.7
13847.2,26980.9
70465.8,107674
13666.1,25048
121006,109175
16572.9,35315
46924.5,26821.1
71418,68831.9
174375,137980
53470.3,28225.3
42032.6,27012.1
128796,146302
11505.9,79500.2
11720.6,30204
21452,76124.8
24807,39033.6
74627.2,159872
34045.5,36554.4
34761.3,84229
33147.2,74889.4
73231.4,54233.2
65211.2,63645.4
67563.1,74974.5
10995.5,49037.9
53792.1,86967.1
32304.5,72338.7
74196.3,88881.6
18612.4,30574.5
81835.7,130046
22170.8,33312.2
190941,180263
35887.7,28023.9
140625,163496
168551,192491
29058.5,24776.6
35162.5,105605
34441,29391.4
25628.9,64214.7
12285.3,31158.8
130655,153760
12284.8,42060.3
19134.4,59302.4
76611.8,98763.6
27971.4,27825.9
81099.9,154057
48171,121144
87471.4,121059
25194.1,130698
21931,95709.5
14003.2,106874
88674.5,90558.5
45968.7,33565
111411,184045
28811.4,48517.6
45513,70313.5
34735.5,60108.9
99696.9,151378
36303.8,81092
45874.6,53260.4
12459.6,17593.6
97252.6,161535
102503,137459
77840.3,182065
12690.8,37327.7
105239,126319
20012.9,20383.5
17566.1,45058.8
90725.5,51284.1
124190,143614
27676,27617.1
79445.9,130131
11277.1,34233.6
135786,122242
25535.6,61513.2
41115.4,91769.1
13606.1,39890.8
24111.1,57985.1
24060.7,108131
39191.3,111308
124813,83689.1
21862.7,120365
25754.5,29693.4
33259,79310.4
69275.4,100799
151808,144047
24379.4,40508
113203,115514
62859.7,117230
35944.4,71307.3
67321,36861.5
12783.7,71382.4
22511.1,85138.4
23617.3,17822.4
45365,43037.5
174489,164285
37190.8,51656.2
33040.9,86102.2
66622.9,85383.7
36992,17588
12486.2,44728
84806.3,128260
97159.3,119652
20974.4,82356.5
19573.8,21662.2
34603,91271.5
167936,178111
132976,140622
23470.3,55591
78840,44359.3
66649.9,31496.3
42590.5,71765.5
26477.4,74994.9
36919.9,105033
17789.4,47692.3
72541.2,64484.8
108668,149470
35094.1,61435.2
66256.4,120189
46120.2,70751.9
13128.9,54153.9
24503.5,40527.8
71500.8,92934.3
11113.7,32149.1
19212.5,90714.3
23504.6,101762
56480.9,72414.2
35656.8,65898.2
88912,156991
16932.7,109303
50931,71057.6
97764.3,84996.7
13395.3,23543
160788,117689
14238.4,22265.8
14243.3,35095.8
49837.8,46944.4
23121.9,45012.4
50688.6,73461.3
27346.4,21300.9
132954,70843.8
15350.8,45907.4
39064.9,106966
76044.9,121454
63822.3,173056
32390.9,31407.5
65486.4,38745.7
54108.3,40424.1
42753.9,76003.2
73785.7,93137
17815.2,48491.5
16557.3,38271.9
26367.6,56420.2
77209.4,41963.2
29989.6,111861
133600,161671
30171.1,83596.8
69501.9,94628.8
110154,75857
77153.6,133656
55868.9,50561.7
23077.4,35985
32234.6,60273.5
49411.7,98067
46010.1,98327.3
30594.2,24876.2
17318.4,64214
28133.8,42423.2
60430.5,99357.1
21050.7,19929
11390.9,48415.7
50198.4,67403.7
40086.4,73952.8
35445.9,129076
11028.3,37705
74956.1,80250
81612.5,107775
34192.9,81904.5
46102.4,51543.2
27466.3,76089
16911.8,38653
137586,151930
49913.5,31028
103300,144719
129183,77855.7
24579.2,93710.6
31160.1,61002
122091,108572
71275.1,79458.4
22159.2,48591.7
19141.9,89769.2
29971.4,75095.2
13344.8,129452
16720.5,38042.8
71746.5,163724
91734,78657.2
11982.2,46840.3
69387.4,105860
11787.9,19085.5
85778,82913.9
41463.4,55439.2
26888,50915.2
24376.1,70125.2
18291.7,62097.8
127370,131283
43019.7,155247
74730.3,43020.4
38344.3,29162.1
14569.5,35363.9
34231.5,20677
66824.7,75413.9
30745.6,42512.1
150573,199478
35806.6,138446
48380.9,23628.8
47407.5,62150.4
126786,174554
59873,100390
98260.4,82599.4
12580.3,81936.6
41787.4,27160.3
90477.1,101718
64301.9,102180
116499,157344
140355,143058
76846.7,166205
24374.4,42856.1
104982,64017.1
171396,158171
15861.9,80328.4
13490.6,81855.7
27658.3,60826.4
80933.4,135369
114166,128252
61744.9,55962.4
48352.9,82499.8
57105,29723.8
149483,131216
19776.9,52780.4
28252.8,29578.8
18844.2,44518.3
76559.3,110425
63983.3,52003.2
31576.1,84831.6
21163.3,33050.5
37030.7,70901.2
30579,120444
138642,171285
18640.6,40718.6
29931.9,57533
45504.7,81387.2
17351.1,125291
22646.6,17278.7
21481,54765.3
17217.6,101942
68934.1,112331
46707.2,26289.3
16448.9,46388.2
27385.8,61259.2
88457.2,57862.9
33721.8,85325.6
58053.5,180670
53636.3,48402.8
124064,113220
171282,161361
33908.3,36177.8
61027.6,152026
55879.5,113830
59074.9,137503
105509,174532
63424.6,69955.6
39266.1,95052.3
40798.4,31280.6
126896,164912
144896,129209
76617.1,90878.1
15374.5,40474.7
14897.1,21507.6
65090.3,80323.3
35094.5,87952.2
11416.5,49884.4
16733.7,48608.9
11423.6,49130.5
16504.7,58957.9
74417.6,77615.2
31730,57406
15831.1,37340.5
21852.1,76410.7
46627.1,55025.4
61204,118502
12535.5,61405.4
56605.9,79364.7
15852.9,28130.3
16981.9,27633.1
127470,139559
61985.6,34736
71974.2,40235.6
96729.4,96085.4
84376.1,110458
67015.9,70651.4
125411,152421
12013.8,22290.7
74072.9,79908.3
93440.1,141767
19802,69801.9
31118.5,37768.4
30891.2,47968.9
90428.2,55475.7
139333,97445.5
35125.7,44962.6
103376,149323
11824.9,81074.8
130006,121866
41266.2,68227.5
43811.8,35563.6
129714,89928
22173.5,105265
60080.2,75512.9
37948.6,69578.2
25752.5,42084.6
55609,100968
131038,100811
54903,61024.8
33605.9,82349.9
26274.3,70217.5
14451.7,118846
79695.6,134438
150764,109889
39011.5,71318.1
27462.6,36873.3
113455,128553
23337.3,42838.1
38095.7,99108.5
36943.4,83465.2
149654,198297
145543,137026
15246.6,25567.2
34863.2,38497.3
65539.4,161221
35422.7,71820.5
46441.3,83837.4
71082.9,74171.4
165654,138483
36843.2,40754.4
98315.5,123819
43512.5,94676.8
35922.5,94986.6
53283.7,68258.8
160259,187353
20436.9,24747.6
118480,134979
13332.1,32260
59680.2,64349.4
11699.8,37995.8
142292,136496
94438.3,121631
42912.3,75990.5
51457.5,30437.1
65750.5,114263
63534.4,74586.8
46046.7,39520.9
134309,113034
41263.7,94324.3
19544.4,73618.5
17403.7,38415.6
38985.8,64149.9
49224.3,97384.5
104793,135789
33888.5,23825.7
53481.5,75570.1
24066.1,17198.3
26492.4,24584.5
33957,64382.3
92121.9,121838
99576.3,108378
175917,177574
40183.6,131166
23735.1,98175.5
13250.5,26890.6
14534.6,36183.4
20563.8,95697.6
19850.8,73201.9
15615.2,30221.8
59496.9,52719.6
14370.2,39916.2
34461.1,22392.9
41113.2,23725.4
12777,78126.8
45781.3,67329.5
16772.3,92921.7
60937.7,78816
69120.9,181926
15166,52084.7
71012.3,39080.8
43696.9,53012
20248.4,84286.3
49754,30734.2
20666.3,48397.3
35260.3,35589.9
42753.8,95607.8
40446.4,109225
26430.8,65011.3
20614,31008.9
30210.3,59130.1
15461.8,25560.9
40529.3,68101.1
105122,94517.5
52481.7,27795.7
59286.4,58830.3
45613.3,24167
21200.7,69419.5
39094.5,46664.8
22522.5,19042.2
16844.6,94220.1
89512.4,62087.5
90700.3,100326
88134.2,98234.9
91742.6,85422.7
29336.6,106503
96472.4,93101.9
27391,18383.8
35711,28271
23383,50974.4
49712.3,66475.2
21916,66932.2
29545.6,70460.9
25101.5,48143
18889.5,74326
58995.7,71759.7
23272.8,95362.7
83796.7,89579
20028,23411.5
87409.1,59407.5
121487,155827
120391,155672
79294,165953
138040,72767
33932.1,59186.7
31478.5,72826
32317.7,51270.9
30753.2,47009.4
20178,74535.6
13367.7,61448
148987,153333
56474.5,99628.6
16074.7,63688.3
13666.2,84817.5
52454.9,99065.4
118268,158450
72953,91571.1
27362.9,62266.3
42767.1,101664
68165.7,75282.9
16218.7,42770.7
18004,53044.8
53541.9,53290.1
117260,86756.6
45442.3,44532.8
21001.5,83720.4
15482,31101.1
33787.4,59615.3
13360,87706.5
42833.1,111674
114736,117712
30354,34364.8
25264.2,41613.6
82399.3,88750.7
60122.2,75492.5
26872.7,22921.5
126739,69959.8
29016.4,66831.8
82346.7,57220.2
16694.4,82873.9
43003.9,66966.1
61501.3,54863.4
12172.9,59182.6
132164,172502
105474,159729
69826,80338.6
34029.7,42271.9
185794,189412
15678.4,26784.4
22077,69162.9
130199,142244
18610,35618.4
156197,188438
53628.8,75808.2
12336.6,24253.5
20223.5,40741.9
43796,44460.9
38286.1,174646
128689,178840
49444.5,26611.2
13452.4,90212.7
22046,107220
70229,88560.9
54717.9,107857
70307.3,80322.9
19508.6,61903.3
24151.6,50187.9
95575.4,133053
22052.5,76426.2
87255.3,103546
84990.8,56577.9
10992,17969.1
36135.4,42762.8
113008,186840
11152.9,41216.8
29945,68613.7
60510.3,158069
56582.1,31865.9
66483.2,189593
63561.1,98264.4
22709.7,122970
91549.2,58036.9
56822,78295.7
69283.5,160398
27901.8,65152.7
37490.9,18769.8
61384.7,125803
54382.7,52062.4
11255.8,54829.9
31166.9,82942.4
105438,168425
29303,88213.4
120666,156199
49850.4,90247.2
21140.5,18213.5
19368.3,92192.7
68239.9,100991
25615.1,54650
66917.4,53797.7
13977.4,94342.4
57765.8,60281.4
52448.6,76862.9
98076.3,108456
78500.2,64909.5
23463.3,38053.4
21720.1,58296.6
159409,140780
31278.7,40402.4
46892.2,42085.5
134760,196795
139743,191824
34421.1,62078.9
44854.8,63745.9
68889.5,83336.8
21506.1,107467
33623.1,20587.8
75851.2,125429
175750,158898
35549.9,108865
14401.3,74085.5
34145.8,39880
44110,25184
71628.1,83936
11123.3,32250.2
53766.1,31554.8
24587.5,55327.6
91150.2,133193
85137.4,126497
67193.4,135883
17220.3,77392.6
16364.9,33921.2
27526.4,52377.7
18394.9,78743.3
45263.5,102257
51966.7,64253.4
90614.1,59835
14500.9,29190
35344.3,18691.9
29429.6,62802.5
43562.2,59533
44079.2,83217.8
81872.9,94225.2
173105,135140
86938.2,141773
18138.5,85557.6
63660.1,91084.2
76623.2,61141.3
26608.2,42538.1
39081.4,52342.8
45616,46185.5
80385,42161.2
55159.9,85718.4
18014.3,27544.4
49753.8,68288.9
160208,167625
26147.6,45620.6
19489.9,40681.2
33992.3,115523
13147.6,20267.9
43719.1,57725.1
15665.1,88873.3
102172,114427
14040.6,37676.9
19055.1,107861
104141,156214
125812,69647.4
33794.2,69735.5
24791,20522.8
29298.9,58155.8
32892.4,163914
173425,180409
120806,171499
26168.5,24017.2
51735.6,82750.6
73238.5,58219
117268,97848.9
55901.4,99741.2
17856.7,79104.7
124948,162428
52911.4,36457.5
37324.1,20392.1
69063.1,43167
94974.7,87277.1
51163.6,82126.8
27622.9,50306.9
30985,52492.4
56716,85678.9
35902.9,105126
12768.3,41057.6
26269.3,84495.8
25387.2,109175
25221.5,46973.4
37870.9,53740.9
24271.9,120390
49331.2,63946.9
13532.4,34749.6
23967.6,50909.7
111425,166872
79922.2,88473.8
12541.6,27259.8
17838.6,120662
108420,156122
17767.2,31859.3
20601.8,51876.8
35419.1,163620
56247.9,34681.6
33123.1,66237.6
28358,23894.8
61793.1,91485.8
40556.4,122754
63673.1,143926
56666.3,71264.8
24424.8,100851
11635.3,46617
46386.9,121697
29989.3,131874
36994.8,56939.8
36328.5,98247.3
15601.2,18283.5
48537.7,106013
35446.9,38603.2
32556.7,69937.3
46700.7,44981.9
44906.6,104376
17465.4,27155.5
54786.8,56497.6
119395,117709
55139.8,28961.9
14617.6,60552
173212,102116
54890.4,128226
162828,156783
91845.8,131847
100028,119638
22885.1,75743.8
22600.1,23915.9
33721.5,127992
55810.8,106731
39031.2,132087
100099,147075
15071.5,39141
29539.5,97620.7
52364.9,84319.3
48302.1,69622.6
53965.5,124994
46500,50915.8
45371.9,31468.4
112734,174411
56089.7,159398
31278.9,92981.4
15763.5,31576.2
11953.4,69000.2
21518.1,38624.2
64843.1,70667.3
37124.1,85207.1
18249.4,125373
98070.6,116366
71016.5,81843.1
50134.5,81048.5
20836.5,70114.5
37521.9,105962
74897.8,77959.3
57923.5,47921
47764.9,26847.7
21291,62783.5
37112,17496.9
59918.2,55079.1
12760.1,32909.7
58744.2,59401.5
29927.3,101896
72230.5,93512.6
16137.1,20011.9
54532.9,120445
37828.8,127560
13357.3,49216.8
99378.5,149649
12542.8,63852.5
16119.7,36497.4
85062.4,138830
171063,161082
18535.5,17144.9
137332,70897.1
11313.6,112542
23243.3,62502.1
54587.4,93819.7
38960.3,90211
168308,177511
48955.1,53391.6
51724.3,49446.4
44518.4,81048.9
32396.5,78880.4
97051.8,129079
69021.7,159170
33367.9,17565.4
21243.1,57178.1
12954.3,39890.2
13565,51408.4
55267.3,60809.2
27730.8,33270.7
16988.7,112877
39522,43979
88809.2,169377
27908.7,63372.6
14707.1,35718.9
21578.7,65766.6
55686.9,58322.2
98410.3,133775
34945,31398.9
78029,69098.4
30811.4,75593.9
59192.1,79405.6
16744.8,24488.8
85902.9,77923.4
17158.4,48383.3
43052,111596
92739.9,111004
32371.4,54806.3
81906.4,135803
12173.7,38188.9
25902.4,23151.9
17934.4,63507
76517.7,97973.6
42476,74798.2
15547.9,23725.5
12326.5,47487.6
149726,130098
109048,191112
40486.1,162526
47899.7,39923.4
20705.8,32030.4
81699.8,94535.2
29930.5,57697.4
